nome,uf,populacao
Itapipoca,CE,138978
Itapiúna,CE,18197
Itarema,CE,45852
Itatira,CE,21160
Jaguaretama,CE,17604
Jaguaribara,CE,10668
Jaguaribe,CE,35143
Jaguaruana,CE,33115
Jardim,CE,28801
Jati,CE,8114
Jijoca de Jericoacoara,CE,28198
Juazeiro do Norte,CE,305531
Jucás,CE,24624
Lavras da Mangabeira,CE,32163
Limoeiro do Norte,CE,62623
Madalena,CE,17235
Maracanaú,CE,251613
Maranguape,CE,108622
Marco,CE,27177
Martinópole,CE,11280
Massapê,CE,39840
Mauriti,CE,47501
Meruoca,CE,15853
Milagres,CE,26819
Milhã,CE,14713
Miraíma,CE,14826
Missão Velha,CE,38997
Mombaça,CE,38451
Monsenhor Tabosa,CE,17705
Morada Nova,CE,65390
Moraújo,CE,8537
Morrinhos,CE,23747
Mucambo,CE,13999
Mulungu,CE,11064
Nova Olinda,CE,16045
Nova Russas,CE,32053
Novo Oriente,CE,29097
Ocara,CE,25272
Orós,CE,19943
Pacajus,CE,75454
Pacatuba,CE,86564
Pacoti,CE,11421
Pacujá,CE,6348
Palhano,CE,9709
Palmácia,CE,10252
Paracuru,CE,41894
Paraipaba,CE,34086
Parambu,CE,32867
Paramoti,CE,10462
Pedra Branca,CE,42227
Penaforte,CE,9357
Pentecoste,CE,39903
Pereiro,CE,15858
Pindoretama,CE,24919
Piquet Carneiro,CE,17285
Pires Ferreira,CE,10984
Poranga,CE,12441
Porteiras,CE,17877
Potengi,CE,8854
Potiretama,CE,6128
Quiterianópolis,CE,20545
Quixadá,CE,88846
Quixelô,CE,16998
Quixeramobim,CE,86431
Quixeré,CE,21659
Redenção,CE,28382
Reriutaba,CE,19051
Russas,CE,74834
Saboeiro,CE,13943
Salitre,CE,17303
Santana do Acaraú,CE,32133
Santana do Cariri,CE,17391
Santa Quitéria,CE,41569
São Benedito,CE,50058
São Gonçalo do Amarante,CE,58191
São João do Jaguaribe,CE,5683
São Luís do Curu,CE,10888
Senador Pompeu,CE,25108
Senador Sá,CE,7551
Sobral,CE,216519
Solonópole,CE,18785
Tabuleiro do Norte,CE,32122
Tamboril,CE,25287
Tarrafas,CE,7574
Tauá,CE,64655
Tejuçuoca,CE,17646
Tianguá,CE,86968
Trairi,CE,62004
Tururu,CE,15524
Ubajara,CE,34424
Umari,CE,6963
Umirim,CE,17751
Uruburetama,CE,21331
Uruoca,CE,14308
Varjota,CE,18708
Várzea Alegre,CE,40878
Viçosa do Ceará,CE,62972
Acari,RN,10855
Assú,RN,59099
Afonso Bezerra,RN,11158
Água Nova,RN,3029
Alexandria,RN,14058
Almino Afonso,RN,4802
Alto do Rodrigues,RN,12874
Angicos,RN,11985
Antônio Martins,RN,6730
Apodi,RN,37486
Areia Branca,RN,24607
Arez,RN,13681
Campo Grande,RN,10071
Baía Formosa,RN,9115
Baraúna,RN,28415
Barcelona,RN,4108
Bento Fernandes,RN,4911
Bodó,RN,2360
Bom Jesus,RN,10308
Brejinho,RN,12638
Caiçara do Norte,RN,6479
Caiçara do Rio do Vento,RN,3360
Caicó,RN,63338
Campo Redondo,RN,10510
Canguaretama,RN,30789
Caraúbas,RN,20182
Carnaúba dos Dantas,RN,8296
Carnaubais,RN,10026
Ceará-Mirim,RN,83543
Cerro Corá,RN,11334
Coronel Ezequiel,RN,5233
Coronel João Pessoa,RN,4297
Cruzeta,RN,8245
Currais Novos,RN,42922
Doutor Severiano,RN,7262
Parnamirim,RN,271713
Encanto,RN,6289
Equador,RN,5461
Espírito Santo,RN,10951
Extremoz,RN,68584
Felipe Guerra,RN,6472
Fernando Pedroza,RN,3035
Florânia,RN,10556
Francisco Dantas,RN,2758
Frutuoso Gomes,RN,4230
Galinhos,RN,2159
Goianinha,RN,28422
Governador Dix-Sept Rosado,RN,12231
Grossos,RN,10281
Guamaré,RN,16076
Ielmo Marinho,RN,11889
Ipanguaçu,RN,14560
Ipueira,RN,2090
Itajá,RN,7551
Itaú,RN,5447
Jaçanã,RN,8053
Jandaíra,RN,6752
Janduís,RN,4813
Januário Cicco,RN,8843
Japi,RN,5219
Jardim de Angicos,RN,2488
Jardim de Piranhas,RN,14446
Jardim do Seridó,RN,11942
João Câmara,RN,34849
João Dias,RN,2073
José da Penha,RN,5966
Jucurutu,RN,18304
Jundiá,RN,3868
Lagoa d'Anta,RN,6756
Lagoa de Pedras,RN,7597
Lagoa de Velhos,RN,2631
Lagoa Nova,RN,16203
Lagoa Salgada,RN,8657
Lajes,RN,10094
Lajes Pintadas,RN,4950
Lucrécia,RN,3576
Luís Gomes,RN,9271
Macaíba,RN,87056
Macau,RN,28350
Major Sales,RN,4086
Marcelino Vieira,RN,8083
Martins,RN,8415
Maxaranguape,RN,10534
Messias Targino,RN,4410
Montanhas,RN,11785
Monte Alegre,RN,23953
Monte das Gameleiras,RN,2345
Mossoró,RN,278587
Natal,RN,784249
Nísia Floresta,RN,34325
Nova Cruz,RN,35523
Olho d'Água do Borges,RN,3736
Ouro Branco,RN,5084
Paraná,RN,4048
Paraú,RN,3650
Parazinho,RN,4945
Parelhas,RN,22242
Rio do Fogo,RN,10692
Passa e Fica,RN,11407
Passagem,RN,3233
Patu,RN,11215
Santa Maria,RN,5000
Pau dos Ferros,RN,32123
Pedra Grande,RN,3736
Pedra Preta,RN,2495
Pedro Avelino,RN,6312
Pedro Velho,RN,14197
Pendências,RN,12499
Pilões,RN,2992
Poço Branco,RN,12565
Portalegre,RN,7859
Porto do Mangue,RN,5351
Serra Caiada,RN,11203
Pureza,RN,9752
Rafael Fernandes,RN,5682
Rafael Godeiro,RN,3005
Riacho da Cruz,RN,2724
Riacho de Santana,RN,4245
Riachuelo,RN,7646
Rodolfo Fernandes,RN,4345
Tibau,RN,5748
Ruy Barbosa,RN,3253
Santa Cruz,RN,39101
Santana do Matos,RN,12722
Santana do Seridó,RN,2796
Santo Antônio,RN,22793
São Bento do Norte,RN,3442
São Bento do Trairí,RN,3890
São Fernando,RN,3606
São Francisco do Oeste,RN,4319
São Gonçalo do Amarante,RN,124495
São João do Sabugi,RN,6136
São José de Mipibu,RN,50053
São José do Campestre,RN,11298
São José do Seridó,RN,4733
São Miguel,RN,24422
São Miguel do Gostoso,RN,10636
São Paulo do Potengi,RN,17371
São Pedro,RN,5890
São Rafael,RN,7889
São Tomé,RN,10161
São Vicente,RN,6530
Senador Elói de Souza,RN,6027
Senador Georgino Avelino,RN,4202
Serra de São Bento,RN,5866
Serra do Mel,RN,13819
Serra Negra do Norte,RN,7800
Serrinha,RN,6608
Serrinha dos Pintos,RN,4810
Severiano Melo,RN,5616
Sítio Novo,RN,4746
Taboleiro Grande,RN,2409
Taipu,RN,11708
Tangará,RN,13583
Tenente Ananias,RN,10610
Tenente Laurentino Cruz,RN,6152
Tibau do Sul,RN,18080
Timbaúba dos Batistas,RN,2424
Touros,RN,34767
Triunfo Potiguar,RN,3477
Umarizal,RN,10655
Upanema,RN,14048
Várzea,RN,5387
Venha-Ver,RN,3005
Vera Cruz,RN,11053
Viçosa,RN,1900
Vila Flor,RN,3304
Água Branca,PB,9580
Aguiar,PB,5026
Alagoa Grande,PB,26655
Alagoa Nova,PB,21823
Alagoinha,PB,14140
Alcantil,PB,5806
Algodão de Jandaíra,PB,3143
Alhandra,PB,23065
São João do Rio do Peixe,PB,18500
Amparo,PB,2328
Aparecida,PB,8257
Araçagi,PB,16991
Arara,PB,12482
Araruna,PB,17360
Areia,PB,23031
Areia de Baraúnas,PB,2027
Areial,PB,7434
Aroeiras,PB,19142
Assunção,PB,4383
Baía da Traição,PB,9741
Bananeiras,PB,24134
Baraúna,PB,5010
Barra de Santana,PB,8247
Barra de Santa Rosa,PB,13024
Barra de São Miguel,PB,6123
Bayeux,PB,83862
Belém,PB,16710
Belém do Brejo do Cruz,PB,6272
Bernardino Batista,PB,3677
Boa Ventura,PB,5246
Boa Vista,PB,6592
Bom Jesus,PB,2328
Bom Sucesso,PB,4720
Bonito de Santa Fé,PB,10433
Boqueirão,PB,18216
Igaracy,PB,5719
Borborema,PB,4185
Brejo do Cruz,PB,14095
Brejo dos Santos,PB,5816
Caaporã,PB,21942
Cabaceiras,PB,5537
Cabedelo,PB,70734
Cachoeira dos Índios,PB,9335
Cacimba de Areia,PB,3344
Cacimba de Dentro,PB,16332
Cacimbas,PB,7513
Caiçara,PB,6684
Cajazeiras,PB,66585
Cajazeirinhas,PB,2760
Caldas Brandão,PB,5942
Camalaú,PB,6327
Campina Grande,PB,443911
Capim,PB,7446
Caraúbas,PB,4067
Carrapateira,PB,2365
Casserengue,PB,7052
Catingueira,PB,4556
Catolé do Rocha,PB,32288
Caturité,PB,5544
Conceição,PB,18731
Condado,PB,6629
Conde,PB,30007
Congo,PB,5124
Coremas,PB,14987
Coxixola,PB,1888
Cruz do Espírito Santo,PB,17821
Cubati,PB,7842
Cuité,PB,20208
Cuitegi,PB,6890
Cuité de Mamanguape,PB,6441
Curral de Cima,PB,5415
Curral Velho,PB,2316
Damião,PB,5141
Desterro,PB,8314
Vista Serrana,PB,3772
Diamante,PB,6416
Dona Inês,PB,10638
Duas Estradas,PB,3360
Emas,PB,3036
Esperança,PB,32599
Fagundes,PB,11307
Frei Martinho,PB,2911
Gado Bravo,PB,8398
Guarabira,PB,60057
Gurinhém,PB,14141
Gurjão,PB,3352
Ibiara,PB,5713
Imaculada,PB,10497
Ingá,PB,18234
Itabaiana,PB,23558
Itaporanga,PB,24766
Itapororoca,PB,19165
Itatuba,PB,10840
Jacaraú,PB,14969
Jericó,PB,7728
João Pessoa,PB,897633
Juarez Távora,PB,8088
Juazeirinho,PB,17520
Junco do Seridó,PB,7019
Juripiranga,PB,10255
Juru,PB,9380
Lagoa,PB,4489
Lagoa de Dentro,PB,8123
Lagoa Seca,PB,29209
Lastro,PB,3316
Livramento,PB,7041
Logradouro,PB,5107
Lucena,PB,13088
Mãe d'Água,PB,3599
Malta,PB,6288
Mamanguape,PB,46966
Manaíra,PB,10699
Marcação,PB,9537
Mari,PB,22170
Marizópolis,PB,7001
Massaranduba,PB,14756
Mataraca,PB,8650
Matinhas,PB,4759
Mato Grosso,PB,2584
Maturéia,PB,6717
Mogeiro,PB,14435
Montadas,PB,6144
Monte Horebe,PB,4429
Monteiro,PB,33886
Mulungu,PB,8909
Natuba,PB,8935
Nazarezinho,PB,7394
Nova Floresta,PB,9840
Nova Olinda,PB,5897
Nova Palmeira,PB,4359
Olho d'Água,PB,6059
Olivedos,PB,3675
Ouro Velho,PB,3000
Parari,PB,1745
Passagem,PB,2580
Patos,PB,108104
Paulista,PB,12172
Pedra Branca,PB,3851
Pedra Lavrada,PB,6980
Pedras de Fogo,PB,31356
Piancó,PB,17088
Picuí,PB,18862
Pilar,PB,12889
Pilões,PB,6974
Pilõezinhos,PB,5539
Pirpirituba,PB,9411
Pitimbu,PB,17166
Pocinhos,PB,18038
Poço Dantas,PB,3934
Poço de José de Moura,PB,4126
Pombal,PB,33866
Prata,PB,4032
Princesa Isabel,PB,21674
Puxinanã,PB,14942
Queimadas,PB,50698
Quixaba,PB,1803
Remígio,PB,18399
Pedro Régis,PB,5932
Riachão,PB,2945
Riachão do Bacamarte,PB,4911
Riachão do Poço,PB,4989
Riacho de Santo Antônio,PB,2063
Riacho dos Cavalos,PB,8788
Rio Tinto,PB,25500
Salgadinho,PB,3435
Salgado de São Félix,PB,11741
Santa Cecília,PB,8113
Santa Cruz,PB,6013
Santa Helena,PB,6023
Santa Inês,PB,3256
Santa Luzia,PB,15418
Santana de Mangueira,PB,5090
Santana dos Garrotes,PB,6618
Joca Claudino,PB,2607
Santa Rita,PB,160852
Santa Teresinha,PB,4492
Santo André,PB,2708
São Bento,PB,33845
São Bentinho,PB,4490
São Domingos do Cariri,PB,2688
São Domingos,PB,2624
São Francisco,PB,3176
São João do Cariri,PB,4345
São João do Tigre,PB,4359
São José da Lagoa Tapada,PB,7251
São José de Caiana,PB,4966
São José de Espinharas,PB,4056
São José dos Ramos,PB,6137
São José de Piranhas,PB,19561
São José de Princesa,PB,3323
São José do Bonfim,PB,3337
São José do Brejo do Cruz,PB,1750
São José do Sabugi,PB,4283
São José dos Cordeiros,PB,3462
São Mamede,PB,7629
São Miguel de Taipu,PB,7307
São Sebastião de Lagoa de Roça,PB,11387
São Sebastião do Umbuzeiro,PB,3382
Sapé,PB,53457
São Vicente do Seridó,PB,10652
Serra Branca,PB,14131
Serra da Raiz,PB,3156
Serra Grande,PB,3056
Serra Redonda,PB,6975
Serraria,PB,4754
Sertãozinho,PB,5332
Sobrado,PB,8646
Solânea,PB,27748
Soledade,PB,14409
Sossêgo,PB,3476
Sousa,PB,70066
Sumé,PB,17852
Tacima,PB,7794
Taperoá,PB,14358
Tavares,PB,14473
Teixeira,PB,15129
Tenório,PB,3082
Triunfo,PB,10315
Uiraúna,PB,15431
Umbuzeiro,PB,9274
Várzea,PB,2777
Vieirópolis,PB,4967
Zabelê,PB,2323
Abreu e Lima,PE,104248
Afogados da Ingazeira,PE,42672
Afrânio,PE,19409
Agrestina,PE,24680
Água Preta,PE,26981
Águas Belas,PE,43822
Alagoinha,PE,14460
Aliança,PE,37349
Altinho,PE,21134
Amaraji,PE,18335
Angelim,PE,10591
Araçoiaba,PE,19996
Araripina,PE,90504
Arcoverde,PE,82487
Barra de Guabiraba,PE,12601
Barreiros,PE,42083
Belém de Maria,PE,10798
Belém do São Francisco,PE,18648
Belo Jardim,PE,84033
Betânia,PE,11961
Bezerros,PE,65007
Bodocó,PE,36145
Bom Conselho,PE,46202
Bom Jardim,PE,39289
Bonito,PE,39212
Brejão,PE,9417
Brejinho,PE,8033
Brejo da Madre de Deus,PE,51308
Buenos Aires,PE,13276
Buíque,PE,53489
Cabo de Santo Agostinho,PE,218049
Cabrobó,PE,31762
Cachoeirinha,PE,20673
Caetés,PE,30571
Calçado,PE,11453
Calumbi,PE,5354
Camaragibe,PE,156112
Camocim de São Félix,PE,18018
Camutanga,PE,7962
Canhotinho,PE,25103
Capoeiras,PE,18854
Carnaíba,PE,19533
Carnaubeira da Penha,PE,12712
Carpina,PE,83482
Caruaru,PE,405408
Casinhas,PE,13468
Catende,PE,33086
Cedro,PE,10843
Chã de Alegria,PE,13496
Chã Grande,PE,21258
Condado,PE,25416
Correntes,PE,17670
Cortês,PE,10426
Cumaru,PE,16215
Cupira,PE,24343
Custódia,PE,39609
Dormentes,PE,17850
Escada,PE,62174
Exu,PE,33486
Feira Nova,PE,22222
Fernando de Noronha,PE,3341
Ferreiros,PE,15955
Flores,PE,20776
Floresta,PE,31702
Frei Miguelinho,PE,14055
Gameleira,PE,17583
Garanhuns,PE,151803
Glória do Goitá,PE,30420
Goiana,PE,85497
Granito,PE,7217
Gravatá,PE,92429
Iati,PE,17570
Ibimirim,PE,28825
Ibirajuba,PE,7334
Igarassu,PE,123017
Iguaracy,PE,11347
Inajá,PE,27758
Ingazeira,PE,4975
Ipojuca,PE,106539
Ipubi,PE,30720
Itacuruba,PE,4491
Itaíba,PE,33995
Ilha de Itamaracá,PE,25658
Itambé,PE,36652
Itapetim,PE,14236
Itapissuma,PE,29669
Itaquitinga,PE,17142
Jaboatão dos Guararapes,PE,684293
Jaqueira,PE,10440
Jataúba,PE,16328
Jatobá,PE,14477
João Alfredo,PE,28842
Joaquim Nabuco,PE,13416
Jucati,PE,12023
Jupi,PE,16022
Jurema,PE,14002
Lagoa do Carro,PE,18804
Lagoa de Itaenga,PE,19863
Lagoa do Ouro,PE,12367
Lagoa dos Gatos,PE,14333
Lagoa Grande,PE,24951
Lajedo,PE,41960
Limoeiro,PE,59236
Macaparana,PE,24642
Machados,PE,11387
Manari,PE,27046
Maraial,PE,9322
Mirandiba,PE,14605
Moreno,PE,57654
Nazaré da Mata,PE,32187
Olinda,PE,364717
Orobó,PE,22412
Orocó,PE,14129
Ouricuri,PE,68489
Palmares,PE,56475
Palmeirina,PE,7104
Panelas,PE,23337
Paranatama,PE,12778
Parnamirim,PE,18960
Passira,PE,29744
Paudalho,PE,59924
Paulista,PE,365144
Pedra,PE,23671
Pesqueira,PE,65481
Petrolândia,PE,36104
Petrolina,PE,418444
Poção,PE,10792
Pombos,PE,26942
Primavera,PE,14380
Quipapá,PE,17731
Quixaba,PE,6753
Recife,PE,1588376
Riacho das Almas,PE,21490
Ribeirão,PE,33843
Rio Formoso,PE,20388
Sairé,PE,11213
Salgadinho,PE,5478
Salgueiro,PE,65946
Saloá,PE,14125
Sanharó,PE,18812
Santa Cruz,PE,14342
Santa Cruz da Baixa Verde,PE,11934
Santa Cruz do Capibaribe,PE,104854
Santa Filomena,PE,12360
Santa Maria da Boa Vista,PE,42782
Santa Maria do Cambucá,PE,14586
Santa Terezinha,PE,10487
São Benedito do Sul,PE,13456
São Bento do Una,PE,51165
São Caitano,PE,39243
São João,PE,24895
São Joaquim do Monte,PE,20438
São José da Coroa Grande,PE,19511
São José do Belmonte,PE,36890
São José do Egito,PE,32508
São Lourenço da Mata,PE,118258
São Vicente Férrer,PE,17177
Serra Talhada,PE,98816
Serrita,PE,18764
Sertânia,PE,34271
Sirinhaém,PE,39171
Moreilândia,PE,10839
Solidão,PE,5386
Surubim,PE,67821
Tabira,PE,29180
Tacaimbó,PE,14330
Tacaratu,PE,24898
Tamandaré,PE,24670
Taquaritinga do Norte,PE,25511
Terezinha,PE,6853
Terra Nova,PE,9231
Timbaúba,PE,47312
Toritama,PE,43921
Tracunhaém,PE,14439
Trindade,PE,32257
Triunfo,PE,15141
Tupanatinga,PE,28141
Tuparetama,PE,8261
Venturosa,PE,17563
Verdejante,PE,9483
Vertente do Lério,PE,7776
Vertentes,PE,23127
Vicência,PE,27151
Vitória de Santo Antão,PE,144243
Xexéu,PE,11699
Água Branca,AL,19550
Anadia,AL,14167
Arapiraca,AL,243906
Atalaia,AL,38480
Barra de Santo Antônio,AL,16756
Barra de São Miguel,AL,8123
Batalha,AL,17103
Belém,AL,4819
Belo Monte,AL,5895
Boca da Mata,AL,21479
Branquinha,AL,9779
Cacimbinhas,AL,10705
Cajueiro,AL,16572
Campestre,AL,6808
Campo Alegre,AL,32558
Campo Grande,AL,8285
Canapi,AL,15730
Capela,AL,15051
Carneiros,AL,9206
Chã Preta,AL,6000
Coité do Nóia,AL,11036
Colônia Leopoldina,AL,15915
Coqueiro Seco,AL,5701
Coruripe,AL,51784
Craíbas,AL,26144
Delmiro Gouveia,AL,52845
Dois Riachos,AL,9898
Estrela de Alagoas,AL,15688
Feira Grande,AL,23204
Feliz Deserto,AL,4035
Flexeiras,AL,9745
Girau do Ponciano,AL,37337
Ibateguara,AL,13982
Igaci,AL,24445
Igreja Nova,AL,22113
Inhapi,AL,15396
Jacaré dos Homens,AL,5180
Jacuípe,AL,5419
Japaratinga,AL,9457
Jaramataia,AL,5069
Jequiá da Praia,AL,9607
Joaquim Gomes,AL,17342
Jundiá,AL,4175
Junqueiro,AL,24382
Lagoa da Canoa,AL,18836
Limoeiro de Anadia,AL,25184
Maceió,AL,994952
Major Isidoro,AL,17828
Maragogi,AL,33269
Maravilha,AL,9709
Marechal Deodoro,AL,62477
Maribondo,AL,13970
Mar Vermelho,AL,3208
Mata Grande,AL,22126
Matriz de Camaragibe,AL,24331
Messias,AL,15706
Minador do Negrão,AL,4935
Monteirópolis,AL,7344
Murici,AL,25926
Novo Lino,AL,10285
Olho d'Água das Flores,AL,21135
Olho d'Água do Casado,AL,8522
Olho d'Água Grande,AL,4381
Olivença,AL,11047
Ouro Branco,AL,11706
Palestina,AL,4408
Palmeira dos Índios,AL,73621
Pão de Açúcar,AL,24291
Pariconha,AL,10807
Paripueira,AL,14199
Passo de Camaragibe,AL,14070
Paulo Jacinto,AL,6691
Penedo,AL,60185
Piaçabuçu,AL,16192
Pilar,AL,36525
Pindoba,AL,2786
Piranhas,AL,23053
Poço das Trincheiras,AL,12965
Porto Calvo,AL,24509
Porto de Pedras,AL,9517
Porto Real do Colégio,AL,20273
Quebrangulo,AL,11303
Rio Largo,AL,97658
Roteiro,AL,6606
Santa Luzia do Norte,AL,7066
Santana do Ipanema,AL,47418
Santana do Mundaú,AL,11572
São Brás,AL,6557
São José da Laje,AL,21180
São José da Tapera,AL,31569
São Luís do Quitunde,AL,31785
São Miguel dos Campos,AL,53380
São Miguel dos Milagres,AL,8700
São Sebastião,AL,32707
Satuba,AL,25105
Senador Rui Palmeira,AL,12545
Tanque d'Arca,AL,5906
Taquarana,AL,19428
Teotônio Vilela,AL,39143
Traipu,AL,24106
União dos Palmares,AL,60860
Viçosa,AL,24414
Amparo do São Francisco,SE,2202
Aquidabã,SE,20556
Aracaju,SE,630932
Arauá,SE,10464
Areia Branca,SE,18626
Barra dos Coqueiros,SE,45175
Boquim,SE,25007
Brejo Grande,SE,8025
Campo do Brito,SE,18719
Canhoba,SE,3850
Canindé de São Francisco,SE,33641
Capela,SE,32783
Carira,SE,20314
Carmópolis,SE,14203
Cedro de São João,SE,5474
Cristinápolis,SE,17594
Cumbe,SE,3872
Divina Pastora,SE,4436
Estância,SE,67060
Feira Nova,SE,6358
Frei Paulo,SE,14921
Gararu,SE,11294
General Maynard,SE,3118
Graccho Cardoso,SE,5910
Ilha das Flores,SE,8499
Indiaroba,SE,16991
Itabaiana,SE,109250
Itabaianinha,SE,42230
Itabi,SE,4816
Itaporanga d'Ajuda,SE,36074
Japaratuba,SE,16451
Japoatã,SE,13723
Lagarto,SE,105957
Laranjeiras,SE,24047
Macambira,SE,7048
Malhada dos Bois,SE,3674
Malhador,SE,11712
Maruim,SE,15956
Moita Bonita,SE,11297
Monte Alegre de Sergipe,SE,14781
Muribeca,SE,8059
Neópolis,SE,16473
Nossa Senhora Aparecida,SE,9534
Nossa Senhora da Glória,SE,43686
Nossa Senhora das Dores,SE,25569
Nossa Senhora de Lourdes,SE,6409
Nossa Senhora do Socorro,SE,204081
Pacatuba,SE,12690
Pedra Mole,SE,2811
Pedrinhas,SE,7355
Pinhão,SE,5759
Pirambu,SE,8021
Poço Redondo,SE,29238
Poço Verde,SE,22217
Porto da Folha,SE,27348
Propriá,SE,27213
Riachão do Dantas,SE,18541
Riachuelo,SE,8853
Ribeirópolis,SE,17365
Rosário do Catete,SE,9507
Salgado,SE,20825
Santa Luzia do Itanhy,SE,14003
Santana do São Francisco,SE,7549
Santa Rosa de Lima,SE,4049
Santo Amaro das Brotas,SE,11289
São Cristóvão,SE,101213
São Domingos,SE,10559
São Francisco,SE,3330
São Miguel do Aleixo,SE,3471
Simão Dias,SE,44503
Siriri,SE,7981
Telha,SE,3389
Tobias Barreto,SE,52783
Tomar do Geru,SE,12094
Umbaúba,SE,24618
Abaíra,BA,7407
Abaré,BA,18269
Acajutiba,BA,14200
Adustina,BA,14510
Água Fria,BA,14833
Érico Cardoso,BA,10947
Aiquara,BA,4583
Alagoinhas,BA,161196
Alcobaça,BA,25601
Almadina,BA,5296
Amargosa,BA,38585
Amélia Rodrigues,BA,24830
América Dourada,BA,15572
Anagé,BA,26745
Andaraí,BA,13545
Andorinha,BA,15491
Angical,BA,14178
Anguera,BA,11490
Antas,BA,14984
Antônio Cardoso,BA,11498
Antônio Gonçalves,BA,11248
Aporá,BA,16361
Apuarema,BA,7101
Aracatu,BA,14440
Araçás,BA,11953
Araci,BA,50308
Aramari,BA,10106
Arataca,BA,10433
Aratuípe,BA,8993
Aurelino Leal,BA,11339
Baianópolis,BA,14138
Baixa Grande,BA,18628
Banzaê,BA,12288
Barra,BA,53642
Barra da Estiva,BA,27743
Barra do Choça,BA,38581
Barra do Mendes,BA,14376
Barra do Rocha,BA,5898
Barreiras,BA,171634
Barro Alto,BA,13922
Barrocas,BA,15780
Barro Preto,BA,5936
Belmonte,BA,20527
Belo Campo,BA,19074
Biritinga,BA,15603
Boa Nova,BA,14008
Boa Vista do Tupim,BA,17262
Bom Jesus da Lapa,BA,68866
Bom Jesus da Serra,BA,10018
Boninal,BA,14125
Bonito,BA,16425
Boquira,BA,19782
Botuporã,BA,11427
Brejões,BA,13224
Brejolândia,BA,9363
Brotas de Macaúbas,BA,12180
Brumado,BA,74368
Buerarema,BA,14950
Buritirama,BA,20221
Caatiba,BA,6128
Cabaceiras do Paraguaçu,BA,17024
Cachoeira,BA,30498
Caculé,BA,23293
Caém,BA,10733
Caetanos,BA,11432
Caetité,BA,54730
Cafarnaum,BA,18057
Cairu,BA,18578
Caldeirão Grande,BA,13597
Camacan,BA,22485
Camaçari,BA,321636
Camamu,BA,31694
Campo Alegre de Lourdes,BA,32500
Campo Formoso,BA,75112
Canápolis,BA,10641
Canarana,BA,25007
Canavieiras,BA,34392
Candeal,BA,7940
Candeias,BA,74854
Candiba,BA,13417
Cândido Sales,BA,26469
Cansanção,BA,39725
Canudos,BA,16693
Capela do Alto Alegre,BA,11035
Capim Grosso,BA,35437
Caraíbas,BA,10259
Caravelas,BA,21384
Cardeal da Silva,BA,8633
Carinhanha,BA,30439
Casa Nova,BA,76131
Castro Alves,BA,25470
Catolândia,BA,3567
Catu,BA,50109
Caturama,BA,9108
Central,BA,16847
Chorrochó,BA,10933
Cícero Dantas,BA,32292
Cipó,BA,17875
Coaraci,BA,17557
Cocos,BA,19865
Conceição da Feira,BA,21529
Conceição do Almeida,BA,16134
Conceição do Coité,BA,71601
Conceição do Jacuípe,BA,37622
Conde,BA,24460
Condeúba,BA,17567
Contendas do Sincorá,BA,4499
Coração de Maria,BA,28408
Cordeiros,BA,7748
Coribe,BA,14463
Coronel João Sá,BA,17598
Correntina,BA,34266
Cotegipe,BA,13463
Cravolândia,BA,4491
Crisópolis,BA,20346
Cristópolis,BA,14549
Cruz das Almas,BA,63326
Curaçá,BA,36127
Dário Meira,BA,11054
Dias d'Ávila,BA,75296
Dom Basílio,BA,12329
Dom Macedo Costa,BA,4608
Elísio Medrado,BA,8069
Encruzilhada,BA,19450
Entre Rios,BA,39890
Esplanada,BA,34163
Euclides da Cunha,BA,64768
Eunápolis,BA,121067
Fátima,BA,18480
Feira da Mata,BA,5831
Feira de Santana,BA,660806
Filadélfia,BA,18637
Firmino Alves,BA,4993
Floresta Azul,BA,11455
Formosa do Rio Preto,BA,27567
Gandu,BA,34051
Gavião,BA,4489
Gentio do Ouro,BA,11276
Glória,BA,16107
Gongogi,BA,5479
Governador Mangabeira,BA,21353
Guajeru,BA,8177
Guanambi,BA,93488
Guaratinga,BA,19413
Heliópolis,BA,13055
Iaçu,BA,25315
Ibiassucê,BA,10746
Ibicaraí,BA,22131
Ibicoara,BA,21827
Ibicuí,BA,14264
Ibipeba,BA,17134
Ibipitanga,BA,14317
Ibiquera,BA,3833
Ibirapitanga,BA,26917
Ibirapuã,BA,9297
Ibirataia,BA,19377
Ibitiara,BA,15049
Ibititá,BA,17517
Ibotirama,BA,27723
Ichu,BA,6428
Igaporã,BA,16069
Igrapiúna,BA,13501
Iguaí,BA,21763
Ilhéus,BA,189149
Inhambupe,BA,35390
Ipecaetá,BA,14016
Ipiaú,BA,42429
Ipirá,BA,59222
Ipupiara,BA,10349
Irajuba,BA,6232
Iramaia,BA,11038
Iraquara,BA,24833
Irará,BA,29572
Irecê,BA,78781
Itabela,BA,29588
Itaberaba,BA,68425
Itabuna,BA,196344
Itacaré,BA,29496
Itaeté,BA,13775
Itagi,BA,14347
Itagibá,BA,15796
Itagimirim,BA,6490
Itaguaçu da Bahia,BA,12669
Itaju do Colônia,BA,6118
Itajuípe,BA,19191
Itamaraju,BA,61999
Itamari,BA,7187
Itambé,BA,25088
Itanagra,BA,6078
Itanhém,BA,18203
Itaparica,BA,20353
Itapé,BA,10649
Itapebi,BA,9464
Itapetinga,BA,68724
Itapicuru,BA,33284
Itapitanga,BA,10640
Itaquara,BA,8464
Itarantim,BA,17485
Itatim,BA,16454
Itiruçu,BA,11211
Itiúba,BA,35490
